part, mode, altitude, latitude, longitude, accelerometer_x, accelerometer_y, accelerometer_z, yaw, pitch, roll, magnetometer_x, magnetometer_y, magnetometer_z, gps_altitude, kalman_altitude, kalman_velocity, ematch_status, temperature, timestamp
Sustainer, Armed, 1391, 43.4804345703125, -120.389921875, 8.579785346984863, 0.12441406399011612, -0.971386730670929, -0.18292683362960815, 1.7682926654815674, 0.4878048896789551, 0, 0, 0, 1359, 0, 0, 0, undefined, 1493322831971
Sustainer, Armed, 1391, 43.4804345703125, -120.389921875, 9.766504287719727, 0.1435546875, -1.0144531726837158, -0.18292683362960815, 1.7073171138763428, 0.24390244483947754, 0, 0, 0, 1359, 0, 0, 0, undefined, 1493322832963
Sustainer, Armed, 1381, 43.4804345703125, -120.389921875, 9.766504287719727, 0.12919922173023224, -1.047949194908142, -0.030487805604934692, 1.7073171138763428, 0.3048780560493469, 0, 0, 0, 1359, 0, 0, 0, undefined, 1493322833963
Sustainer, Armed, 1396, 43.4804345703125, -120.389921875, 8.598925590515137, 0.19140625, -1.000097632408142, -0.15243902802467346, 1.737804889678955, 0.4573170840740204, 0, 0, 0, 1359, 0, 0, 0, undefined, 1493322834965
Sustainer, Armed, 1381, 43.4804345703125, -120.389921875, 9.752148628234863, 0.17705078423023224, -1.0048828125, -0.12195122241973877, 1.8597561120986938, 0.3353658616542816, 0, 0, 0, 1359, 0, 0, 0, undefined, 1493322835970
Sustainer, Armed, 1386, 43.4804345703125, -120.389921875, 9.78564453125, 0.11005859822034836, -1.057519555091858, -0.24390244483947754, 1.7987805604934692, 0.4573170840740204, 0, 0, 0, 1359, 0, 0, 0, undefined, 1493322836960
Sustainer, Armed, 1396, 43.4804345703125, -120.389921875, 9.766504287719727, 0.16748046875, -0.9857422113418579, -0.3353658616542816, 1.8902440071105957, 0.3048780560493469, 0, 0, 0, 1359, 0, 0, 0, undefined, 1493322837961
Sustainer, Armed, 1386, 43.4804345703125, -120.389921875, 9.752148628234863, 0.12919922173023224, -1.0048828125, -0.3048780560493469, 1.6463415622711182, 0.3048780560493469, 0, 0, 0, 1359, 0, 0, 0, undefined, 1493322838964
Sustainer, Armed, 1391, 43.4804345703125, -120.389921875, 9.752148628234863, 0.17705078423023224, -1.071874976158142, 0.21341463923454285, 1.5548781156539917, 0.5182926654815674, 0, 0, 0, 1359, 0, 0, 0, undefined, 1493322839963
Sustainer, Armed, 1396, 43.4804345703125, -120.389921875, 9.68994140625, 0.10527344048023224, -1.009667992591858, -0.3048780560493469, 1.8597561120986938, 0.4268292784690857, 0, 0, 0, 1359, 0, 0, 0, undefined, 1493322840963
Sustainer, Armed, 1386, 43.4804345703125, -120.389921875, 9.76171875, 0.10527344048023224, -1.0383789539337158, -0.5182926654815674, 1.9512195587158203, 0.3658536672592163, 0, 0, 0, 1359, 0, 0, 0, undefined, 1493322841963
Sustainer, Armed, 1386, 43.4804345703125, -120.389921875, 9.766504287719727, 0.21533203125, -1.0192383527755737, -0.27439025044441223, 1.6463415622711182, 0.4268292784690857, 0, 0, 0, 1359, 0, 0, 0, undefined, 1493322842965
Sustainer, Armed, 1386, 43.4804345703125, -120.389921875, 9.76171875, 0.10527344048023224, -0.995312511920929, -0.030487805604934692, 1.920731782913208, 0.3048780560493469, 0, 0, 0, 1359, 0, 0, 0, undefined, 1493322843959
Sustainer, Armed, 1386, 43.4804345703125, -120.389921875, 9.795214653015137, 0.12441406399011612, -0.9618164300918579, -0.030487805604934692, 1.737804889678955, 0.3658536672592163, 0, 0, 0, 1359, 0, 0, 0, undefined, 1493322844962
Sustainer, Armed, 1386, 43.4804345703125, -120.389921875, 9.776074409484863, 0.12919922173023224, -1.02880859375, 0.15243902802467346, 1.7073171138763428, 0.4878048896789551, 0, 0, 0, 1359, 0, 0, 0, undefined, 1493322845962
Sustainer, Armed, 1396, 43.4804345703125, -120.389921875, 9.699511528015137, 0.09091796725988388, -0.98095703125, -0.12195122241973877, 1.737804889678955, 0.3658536672592163, 0, 0, 0, 1359, 0, 0, 0, undefined, 1493322846967
Sustainer, Armed, 1386, 43.4804345703125, -120.389921875, 8.579785346984863, 0.01435546949505806, -1.167578101158142, -0.6097561120986938, 1.5548781156539917, 0.3048780560493469, 0, 0, 0, 1360, 0, 0, 0, undefined, 1493322847964
Sustainer, Armed, 1386, 43.4804345703125, -120.389921875, 9.73300838470459, 0.16748046875, -1.0048828125, -0.8841463327407837, 1.4939024448394775, 0.4878048896789551, 0, 0, 0, 1360, 0, 0, 0, undefined, 1493322848965
Sustainer, Armed, 1386, 43.4804345703125, -120.389921875, 9.73779296875, 1.1580078601837158, -1.1627930402755737, -1.1280487775802612, 1.737804889678955, 0.4573170840740204, 0, 0, 0, 1360, 0, 0, 0, undefined, 1493322849966
Sustainer, Armed, 1396, 43.4804345703125, -120.389921875, 10.919726371765137, 0.13398437201976776, -1.0383789539337158, -0.24390244483947754, 1.7987805604934692, 0.396341472864151, 0, 0, 0, 1360, 0, 0, 0, undefined, 1493322850961
Sustainer, Armed, 1396, 43.480439453125, -120.389921875, 9.75693416595459, 0.13398437201976776, -1.0623047351837158, -1.6158536672592163, 1.3719512224197388, 0.792682945728302, 0, 0, 0, 1360, 0, 0, 0, undefined, 1493322851961
