part, mode, altitude, latitude, longitude, accelerometer_x, accelerometer_y, accelerometer_z, yaw, pitch, roll, magnetometer_x, magnetometer_y, magnetometer_z, gps_altitude, kalman_altitude, kalman_velocity, ematch_status, temperature, timestamp
Booster, Armed, 1400, 32.98931, -106.97304, 1, 2, 3, 0.0004, 0.0006, 0.000054, 4, 5, 6, 2299, 2298, 1, 2, undefined, 1493334839300, 
Sustainer, Armed, 1400, 32.98931, -106.97304, 1, 2, 3, 0.0004, 0.0006, 0.000054, 4, 5, 6, 2299, 2298, 1, 2, undefined, 1493334839304, 
Booster, Armed, 1500, 32.989320000000006, -106.97303, 2, 4, 6, 0.0008, 0.0012, 0.000108, 8, 10, 12, 3298, 3296, 2, 4, undefined, 1493334840311, 
Sustainer, Armed, 1500, 32.989320000000006, -106.97303, 2, 4, 6, 0.0008, 0.0012, 0.000108, 8, 10, 12, 3298, 3296, 2, 4, undefined, 1493334840312, 
Booster, Armed, 1600, 32.98933000000001, -106.97301999999999, 3, 6, 9, 0.0012000000000000001, 0.0018, 0.00016199999999999998, 12, 15, 18, 4297, 4294, 3, 6, undefined, 1493334841317, 
Sustainer, Armed, 1600, 32.98933000000001, -106.97301999999999, 3, 6, 9, 0.0012000000000000001, 0.0018, 0.00016199999999999998, 12, 15, 18, 4297, 4294, 3, 6, undefined, 1493334841318, 
Booster, Armed, 1700, 32.98934000000001, -106.97300999999999, 4, 8, 12, 0.0016, 0.0024, 0.000216, 16, 20, 24, 5296, 5292, 4, 8, undefined, 1493334842322, 
Sustainer, Armed, 1700, 32.98934000000001, -106.97300999999999, 4, 8, 12, 0.0016, 0.0024, 0.000216, 16, 20, 24, 5296, 5292, 4, 8, undefined, 1493334842323, 
Booster, Armed, 1800, 32.989350000000016, -106.97299999999998, 5, 10, 15, 0.002, 0.0029999999999999996, 0.00027, 20, 25, 30, 6295, 6290, 5, 10, undefined, 1493334843327, 
Sustainer, Armed, 1800, 32.989350000000016, -106.97299999999998, 5, 10, 15, 0.002, 0.0029999999999999996, 0.00027, 20, 25, 30, 6295, 6290, 5, 10, undefined, 1493334843328, 
Booster, Armed, 1900, 32.98936000000002, -106.97298999999998, 6, 12, 18, 0.0024000000000000002, 0.0035999999999999995, 0.000324, 24, 30, 36, 7294, 7288, 6, 12, undefined, 1493334844337, 
Sustainer, Armed, 1900, 32.98936000000002, -106.97298999999998, 6, 12, 18, 0.0024000000000000002, 0.0035999999999999995, 0.000324, 24, 30, 36, 7294, 7288, 6, 12, undefined, 1493334844337, 
Booster, Armed, 2000, 32.98937000000002, -106.97297999999998, 7, 14, 21, 0.0028000000000000004, 0.0042, 0.000378, 28, 35, 42, 8293, 8286, 7, 14, undefined, 1493334845341, 
Sustainer, Armed, 2000, 32.98937000000002, -106.97297999999998, 7, 14, 21, 0.0028000000000000004, 0.0042, 0.000378, 28, 35, 42, 8293, 8286, 7, 14, undefined, 1493334845341, 
Booster, Armed, 2100, 32.989380000000025, -106.97296999999998, 8, 16, 24, 0.0032000000000000006, 0.0048, 0.00043200000000000004, 32, 40, 48, 9292, 9284, 8, 16, undefined, 1493334846346, 
Sustainer, Armed, 2100, 32.989380000000025, -106.97296999999998, 8, 16, 24, 0.0032000000000000006, 0.0048, 0.00043200000000000004, 32, 40, 48, 9292, 9284, 8, 16, undefined, 1493334846346, 
Booster, Armed, 2200, 32.98939000000003, -106.97295999999997, 9, 18, 27, 0.0036000000000000008, 0.005399999999999999, 0.00048600000000000005, 36, 45, 54, 10291, 10282, 9, 18, undefined, 1493334847351, 
Sustainer, Armed, 2200, 32.98939000000003, -106.97295999999997, 9, 18, 27, 0.0036000000000000008, 0.005399999999999999, 0.00048600000000000005, 36, 45, 54, 10291, 10282, 9, 18, undefined, 1493334847351, 
