part, mode, altitude, latitude, longitude, accelerometer_x, accelerometer_y, accelerometer_z, yaw, pitch, roll, magnetometer_x, magnetometer_y, magnetometer_z, gps_altitude, kalman_altitude, kalman_velocity, ematch_status, temperature, timestamp
Booster, Armed, 1400, 32.98931, -106.97304, 1, 2, 3, 0.0004, 0.0006, 0.000054, 4, 5, 6, 2299, 2298, 1, 2, undefined, 1493334880675, 
Sustainer, Armed, 1400, 32.98931, -106.97304, 1, 2, 3, 0.0004, 0.0006, 0.000054, 4, 5, 6, 2299, 2298, 1, 2, undefined, 1493334880680, 
Booster, Armed, 1500, 32.989320000000006, -106.97303, 2, 4, 6, 0.0008, 0.0012, 0.000108, 8, 10, 12, 3298, 3296, 2, 4, undefined, 1493334881683, 
Sustainer, Armed, 1500, 32.989320000000006, -106.97303, 2, 4, 6, 0.0008, 0.0012, 0.000108, 8, 10, 12, 3298, 3296, 2, 4, undefined, 1493334881684, 
Booster, Armed, 1600, 32.98933000000001, -106.97301999999999, 3, 6, 9, 0.0012000000000000001, 0.0018, 0.00016199999999999998, 12, 15, 18, 4297, 4294, 3, 6, undefined, 1493334882688, 
Sustainer, Armed, 1600, 32.98933000000001, -106.97301999999999, 3, 6, 9, 0.0012000000000000001, 0.0018, 0.00016199999999999998, 12, 15, 18, 4297, 4294, 3, 6, undefined, 1493334882689, 
Booster, Armed, 1700, 32.98934000000001, -106.97300999999999, 4, 8, 12, 0.0016, 0.0024, 0.000216, 16, 20, 24, 5296, 5292, 4, 8, undefined, 1493334883698, 
Sustainer, Armed, 1700, 32.98934000000001, -106.97300999999999, 4, 8, 12, 0.0016, 0.0024, 0.000216, 16, 20, 24, 5296, 5292, 4, 8, undefined, 1493334883698, 
Booster, Armed, 1800, 32.989350000000016, -106.97299999999998, 5, 10, 15, 0.002, 0.0029999999999999996, 0.00027, 20, 25, 30, 6295, 6290, 5, 10, undefined, 1493334884701, 
Sustainer, Armed, 1800, 32.989350000000016, -106.97299999999998, 5, 10, 15, 0.002, 0.0029999999999999996, 0.00027, 20, 25, 30, 6295, 6290, 5, 10, undefined, 1493334884701, 
Booster, Armed, 1900, 32.98936000000002, -106.97298999999998, 6, 12, 18, 0.0024000000000000002, 0.0035999999999999995, 0.000324, 24, 30, 36, 7294, 7288, 6, 12, undefined, 1493334885706, 
Sustainer, Armed, 1900, 32.98936000000002, -106.97298999999998, 6, 12, 18, 0.0024000000000000002, 0.0035999999999999995, 0.000324, 24, 30, 36, 7294, 7288, 6, 12, undefined, 1493334885706, 
Booster, Armed, 2000, 32.98937000000002, -106.97297999999998, 7, 14, 21, 0.0028000000000000004, 0.0042, 0.000378, 28, 35, 42, 8293, 8286, 7, 14, undefined, 1493334886711, 
Sustainer, Armed, 2000, 32.98937000000002, -106.97297999999998, 7, 14, 21, 0.0028000000000000004, 0.0042, 0.000378, 28, 35, 42, 8293, 8286, 7, 14, undefined, 1493334886712, 
Booster, Armed, 2100, 32.989380000000025, -106.97296999999998, 8, 16, 24, 0.0032000000000000006, 0.0048, 0.00043200000000000004, 32, 40, 48, 9292, 9284, 8, 16, undefined, 1493334887718, 
Sustainer, Armed, 2100, 32.989380000000025, -106.97296999999998, 8, 16, 24, 0.0032000000000000006, 0.0048, 0.00043200000000000004, 32, 40, 48, 9292, 9284, 8, 16, undefined, 1493334887719, 
Booster, Armed, 2200, 32.98939000000003, -106.97295999999997, 9, 18, 27, 0.0036000000000000008, 0.005399999999999999, 0.00048600000000000005, 36, 45, 54, 10291, 10282, 9, 18, undefined, 1493334888729, 
Sustainer, Armed, 2200, 32.98939000000003, -106.97295999999997, 9, 18, 27, 0.0036000000000000008, 0.005399999999999999, 0.00048600000000000005, 36, 45, 54, 10291, 10282, 9, 18, undefined, 1493334888730, 
Booster, Armed, 2300, 32.98940000000003, -106.97294999999997, 10, 20, 30, 0.004000000000000001, 0.005999999999999999, 0.00054, 40, 50, 60, 11290, 11280, 10, 20, undefined, 1493334889737, 
Sustainer, Armed, 2300, 32.98940000000003, -106.97294999999997, 10, 20, 30, 0.004000000000000001, 0.005999999999999999, 0.00054, 40, 50, 60, 11290, 11280, 10, 20, undefined, 1493334889737, 
Booster, Armed, 2400, 32.989410000000035, -106.97293999999997, 11, 22, 33, 0.004400000000000001, 0.006599999999999999, 0.000594, 44, 55, 66, 12289, 12278, 11, 22, undefined, 1493334890741, 
Sustainer, Armed, 2400, 32.989410000000035, -106.97293999999997, 11, 22, 33, 0.004400000000000001, 0.006599999999999999, 0.000594, 44, 55, 66, 12289, 12278, 11, 22, undefined, 1493334890742, 
